Radiation,Cost
257.55,11.20429
471.23,6.123684
670.25,4.305354
835.5,3.453817
949.08,3.040485
987.6,2.921895
987.35,2.922635
922.8,3.127074
803.02,3.593514
634.02,4.551377
432.52,6.671747
222.95,12.9431
39.83,72.44951
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
63.7,45.30085
254.55,11.33633
467.02,6.178887
664.45,4.342936
827.1,3.488894
941.5,3.064964
987.65,2.921747
984.42,2.931334
917.98,3.143493
793.83,3.635116
622.85,4.633
420.45,6.863275
210.48,13.70992
36.92,78.15991
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
58.83,49.05089
245,11.77822
458.73,6.29055
657.17,4.391046
821.8,3.511394
937.35,3.078534
961.12,3.002397
959.6,3.007153
892.98,3.231499
768.55,3.754686
598.38,4.82246
396.88,7.270872
200.12,14.41967
33.8,85.37467
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
54.27,53.17236
233.02,12.38376
443.08,6.512738
641.73,4.496695
806.3,3.578896
921.95,3.129957
946.88,3.04755
940.8,3.067245
874.9,3.298278
750.4,3.845501
581.9,4.959037
386.92,7.458037
189.77,15.20611
34.45,83.76383
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50.98,56.60384
220.8,13.06913
424.92,6.791076
620.15,4.653171
782,3.690107
896.55,3.218631
933.92,3.08984
930.9,3.099864
865.5,3.3341
743.02,3.883696
574.83,5.02003
378.33,7.627372
183.3,15.74285
32.52,88.73505
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
50.85,56.74855
222.02,12.99731
427.9,6.743781
624.48,4.620907
787.98,3.662103
901.98,3.199255
966.73,2.984974
955.52,3.019993
884.6,3.262112
758.62,3.803833
587.35,4.913023
392.2,7.357633
193.73,14.89529
34.83,82.84995
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
55,52.46662
235.05,12.27681
443.35,6.508771
639.6,4.51167
802.02,3.597995
910.77,3.168378
977.58,2.951844
974.75,2.960414
907.38,3.180215
785.12,3.675443
616.12,4.683607
417.4,6.913426
211.9,13.61805
38.98,74.02934
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
58.23,49.55631
243.7,11.84105
453.25,6.366605
649.35,4.443927
812.2,3.552898
926.1,3.115931
951.2,3.033709
952.05,3.031
888.3,3.248524
768.52,3.754832
601.62,4.796489
402.85,7.163122
207.42,13.91218
38,75.93852
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
49.48,58.3198
215.65,13.38124
422.15,6.835636
614.88,4.693052
777.9,3.709556
897.45,3.215403
947.7,3.044913
948.45,3.042505
881.45,3.273769
756.58,3.81409
586.67,4.918717
385.62,7.48318
186.4,15.48103
33.5,86.13922
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
45.33,63.65903
204.38,14.11911
406.92,7.091477
606.08,4.761193
775.48,3.721133
892.02,3.234977
948.35,3.042826
945.42,3.052256
883.23,3.267171
763,3.781997
596.17,4.840337
399.73,7.219032
197.73,14.59396
36.35,79.38553
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
46.4,62.19103
206.38,13.98228
404.75,7.129497
598.38,4.82246
761.88,3.787557
878.58,3.284463
955.48,3.02012
942.6,3.061387
870.92,3.313351
745.23,3.872179
575.65,5.012879
374.85,7.698183
182.12,15.84485
33.27,86.73471
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
47.05,61.33186
192.55,14.98657
419.85,6.873083
616.83,4.678216
781.98,3.690202
899.7,3.207362
934.77,3.087031
922.25,3.128939
849.23,3.397977
720.77,4.003585
549.7,5.249525
354.9,8.130921
168.95,17.07999
30.65,94.1489
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
41.77,69.0846
197.35,14.62206
399,7.23224
597.6,4.828755
764.4,3.77507
877.52,3.288431
955,3.021638
946.5,3.048773
878.3,3.28551
753.25,3.830951
582.52,4.953759
383.38,7.526902
185.27,15.57545
33.48,86.19068
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
49.55,58.23741
226.7,12.729
437.85,6.590531
636.6,4.532931
800.9,3.603026
917.62,3.144726
960.1,3.005587
947.75,3.044752
872.15,3.308678
739.73,3.900969
562.7,5.128246
357.08,8.081281
170.25,16.94957
32.83,87.89716
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
45.25,63.77158
215.02,13.42044
423.95,6.806614
624.35,4.621869
791.85,3.644205
911.27,3.16664
949.25,3.039941
943.27,3.059213
877.45,3.288693
754.58,3.824199
590.2,4.889298
391.62,7.36853
200.42,14.39808
38,75.93852
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
45.88,62.8959
215.38,13.39801
421.5,6.846178
619.7,4.65655
785.73,3.67259
903.08,3.195358
978.17,2.950064
975.67,2.957623
911.2,3.166883
787.95,3.662242
618.08,4.668755
415.7,6.941698
211.92,13.61676
40.4,71.42732
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
44.6,64.70098
205.25,14.05926
410.5,7.029632
606.73,4.756092
768.27,3.756054
888.73,3.246952
885.45,3.25898
878.02,3.286558
808.33,3.569908
683.33,4.222943
517.4,5.57724
341.98,8.438107
159.83,18.05458
30.92,93.32677
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
42.48,67.92994
208.98,13.80833
415.52,6.944705
615.73,4.686573
784.95,3.676239
904.42,3.190624
931.42,3.098134
929.77,3.103632
864.67,3.337301
741.25,3.89297
571.62,5.048221
374.73,7.700648
183.38,15.73598
33.7,85.62801
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
43.17,66.84419
214.1,13.47811
423.7,6.81063
626.35,4.607111
794.15,3.633651
912.15,3.163585
902.8,3.196349
902.27,3.198227
839.3,3.438179
718.7,4.015116
552.58,5.222165
359.67,8.023087
173.35,16.64646
30.92,93.32677
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
31.33,92.10545
174.35,16.55098
362.25,7.965946
563.83,5.117968
724.3,3.984073
849.15,3.398297
857.23,3.366266
856.45,3.369331
802.12,3.597546
682.45,4.228389
518.8,5.562189
341.52,8.449472
157.2,18.35664
29.05,99.33438
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
33.27,86.73471
169.33,17.04166
362.08,7.969686
562.6,5.129157
736.2,3.919674
855.15,3.374453
971.88,2.969157
971.08,2.971603
912.5,3.162371
794.75,3.630908
630.17,4.579183
433.2,6.661274
227.1,12.70658
44.75,64.48411
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
43.35,66.56664
213.67,13.50524
417.42,6.913094
614.38,4.696871
775.62,3.720461
894.42,3.226296
936.67,3.080769
930.58,3.10093
862.85,3.34434
738.38,3.908101
568.85,5.072803
386.55,7.465176
181.42,15.90599
33.15,87.04868
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
35.67,80.8989
186.85,15.44375
386.52,7.465756
577.92,4.993189
745.98,3.868286
867.42,3.32672
950.15,3.037061
951.38,3.033135
889.92,3.24261
771.42,3.740717
606.17,4.760486
409.42,7.048175
207.05,13.93704
38.05,75.83873
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
41.95,68.78817
212.7,13.56683
416.77,6.923876
612.33,4.712596
777.65,3.710749
894.75,3.225106
949.27,3.039877
949.95,3.037701
888.83,3.246587
770.75,3.743969
605.65,4.764573
408.83,7.058347
203.95,14.14888
37.05,77.88566
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
33.25,86.78688
190.12,15.17812
392.3,7.355758
587.5,4.911768
749,3.852689
867.2,3.327564
933.83,3.090138
930.58,3.10093
863.5,3.341823
738.7,3.906408
569.02,5.071287
370.17,7.79551
177.05,16.29858
31.45,91.75402
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
34.45,83.76383
190.88,15.11769
395.7,7.292555
596.88,4.83458
764.58,3.774182
884.4,3.262849
888.58,3.2475
886.6,3.254753
821.33,3.513404
697.75,4.13567
528.85,5.456488
345.5,8.352138
157.15,18.36248
27.62,104.4773
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
30.15,95.71024
172.33,16.74499
370.27,7.793404
569.17,5.069951
738,3.910114
859.08,3.359016
891.05,3.238498
891.6,3.2365
832.83,3.464889
706.08,4.086879
535.52,5.388527
348.48,8.280716
166.4,17.34173
29.23,98.72268
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
29.75,96.9971
171.35,16.84076
371.38,7.770111
571.3,5.051048
736.35,3.918875
860.98,3.351604
970.1,2.974605
970.65,2.972919
908.73,3.175491
789.83,3.653525
621.62,4.642167
421.12,6.852355
210.95,13.67937
37.62,76.70558
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
34.6,83.40069
196.9,14.65548
399.33,7.226264
598.95,4.817871
768,3.757375
890.17,3.2417
957.2,3.014693
959.73,3.006745
896.05,3.220427
773.85,3.728971
602.15,4.792267
398.75,7.236775
194.52,14.83479
33.55,86.01084
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
32.25,89.47795
185.83,15.52851
377.15,7.651236
580.5,4.970997
753.55,3.829426
875.45,3.296206
956.27,3.017625
952.9,3.028297
884.77,3.261485
759.05,3.801678
584.6,4.936134
381.17,7.570543
181.92,15.86227
32.3,89.33944
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
28.98,99.57432
174.23,16.56238
383.55,7.523566
585.9,4.925181
756.52,3.814392
879.23,3.282035
952.3,3.030205
955.8,3.019108
894.9,3.224566
774.98,3.723533
606.33,4.75923
404.3,7.137432
197.08,14.64209
33.1,87.18018
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
31.55,91.4632
189.77,15.20611
393.55,7.332394
593.9,4.858838
762.85,3.782741
885.05,3.260453
899.7,3.207362
907.92,3.178324
850.3,3.393701
733.3,3.935175
569.02,5.071287
374.42,7.707024
179.9,16.04038
30.08,95.93297
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
29.58,97.55456
184.77,15.6176
387.05,7.455532
584.05,4.940782
749.55,3.849862
869.67,3.318114
940.45,3.068386
932.55,3.09438
864.1,3.339502
738.33,3.908366
566.77,5.09142
369.95,7.800146
172.33,16.74499
28.1,102.6927
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
27.55,104.7428
177.05,16.29858
377.2,7.650222
574.38,5.023963
741.17,3.89339
860.77,3.352421
913.12,3.160224
914.55,3.155283
853.25,3.381968
733.25,3.935443
566.55,5.093397
370.52,7.788146
173.73,16.61005
28,103.0594
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
26,110.9871
166.3,17.35216
362.3,7.964846
560,5.152971
728.95,3.958658
852.67,3.384268
931.35,3.098367
928.52,3.10781
865.33,3.334755
740.62,3.896281
566.85,5.090701
361.83,7.975192
166.12,17.37096
26.05,110.774
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
21.77,132.5523
135.33,21.32316
308.42,9.35628
497.08,5.80523
664.25,4.344244
779.3,3.702892
886.98,3.253358
873.55,3.303376
808.88,3.567481
690.85,4.176976
533.05,5.413496
349.12,8.265536
167.23,17.25566
27.55,104.7428
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
23.27,124.0079
150.2,19.21214
342.35,8.428987
539.08,5.352942
706.1,4.086764
823.98,3.502104
883.05,3.267837
894.15,3.22727
838.45,3.441665
723.4,3.989029
561.48,5.139388
366.17,7.880667
175.75,16.41914
27.83,103.689
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
25.88,111.5017
174.45,16.5415
383.35,7.527491
586.95,4.916371
759.23,3.800777
882.62,3.269429
949.02,3.040678
948.42,3.042601
885.95,3.257141
764.3,3.775564
593.08,4.865556
391.33,7.373991
187.3,15.40664
27.98,103.1331
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
27.55,104.7428
195.02,14.79676
406.3,7.102298
609.58,4.733856
779.33,3.70275
903.6,3.193519
962.3,2.998715
966.77,2.98485
906.5,3.183303
787.42,3.664707
619.77,4.656024
418.85,6.889492
207.73,13.89142
32.2,89.61689
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
28.55,101.074
197.88,14.5829
409,7.055413
610.85,4.724014
780.55,3.696962
901.23,3.201917
944.23,3.056103
948.73,3.041607
889.5,3.244141
772.15,3.73718
606.83,4.755308
408.67,7.06111
200.92,14.36225
30.45,94.76729
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
25.55,112.9418
182.05,15.85094
393.25,7.337988
594.02,4.857856
761.77,3.788104
881.45,3.273769
944.8,3.054259
948.73,3.041607
886.52,3.255047
767.7,3.758843
603.1,4.784719
405.55,7.115433
198.67,14.52491
29.55,97.6536
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
23.2,124.3821
172.33,16.74499
377.88,7.636456
581.27,4.964412
753.85,3.827902
876.23,3.293272
947.6,3.045234
946.65,3.04829
882.92,3.268319
761.48,3.789546
592.55,4.869908
392.02,7.361012
186.75,15.45202
26.62,108.4021
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
23.85,120.9922
175.88,16.407
379.15,7.610877
577.3,4.998552
746.45,3.86585
868.55,3.322392
882.2,3.270986
886.88,3.253725
825.33,3.496376
705,4.09314
537.08,5.372875
340.83,8.466578
152.73,18.89389
21.08,136.8911
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
14.6,197.6482
102.15,28.24928
262.85,10.97837
435.42,6.627311
594.33,4.855323
776.1,3.71816
863.9,3.340275
866.38,3.330714
803.12,3.593067
659.88,4.373013
479.77,6.014682
301.3,9.577377
130.6,22.09544
19.5,147.9828
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
21.52,134.0922
168.6,17.11544
371.52,7.767183
570.67,5.056624
738.4,3.907995
858.55,3.36109
921.17,3.132607
919.08,3.139731
850.15,3.3943
718.9,4.013999
545,5.294796
337.6,8.547582
141.55,20.38618
18.9,152.6806
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
18.98,152.0371
149.23,19.33702
345.33,8.35625
545.85,5.286551
717.38,4.022504
842.4,3.425527
909.42,3.173082
912.3,3.163065
851.27,3.389834
732.48,3.93958
566.12,5.097265
370.7,7.784364
172.12,16.76542
22.35,129.1125
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
17.62,163.7721
144.6,19.95618
349.6,8.254187
556.7,5.183517
731.38,3.945506
856.98,3.367248
883.48,3.266247
886.52,3.255047
823.42,3.504486
700.27,4.120787
529.6,5.448761
331.55,8.703556
145.35,19.85321
18.62,154.9766
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
16.27,177.361
137.15,21.0402
335.27,8.606985
536.35,5.380188
720.3,4.006197
848.55,3.4007
958.95,3.009191
960.1,3.005587
897.7,3.214508
776.35,3.716962
606.1,4.761036
400.5,7.205153
185.7,15.53939
22.65,127.4024
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
21.27,135.6683
182.83,15.78332
394.5,7.314737
597.42,4.83021
765.5,3.769646
886.95,3.253468
917.17,3.146269
920.6,3.134547
859.38,3.357844
740.12,3.898913
573.12,5.035008
374.92,7.696746
173.17,16.66376
20.88,138.2023
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
20.5,140.7641
177.45,16.26184
387.85,7.440154
591.4,4.879377
763,3.781997
883.25,3.267097
917.33,3.145721
919,3.140004
856.12,3.37063
732.85,3.937591
561.3,5.141037
359.5,8.026881
160,18.0354
18.38,157.0002
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
17.48,165.0837
158.45,18.21183
367.27,7.857064
576.05,5.009398
753.1,3.831714
877.42,3.288806
928.17,3.108982
932.52,3.094479
867.98,3.324574
746.65,3.864815
577.08,5.000457
372.55,7.745709
170.2,16.95455
18.95,152.2778
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
18.7,154.3136
173.42,16.63974
384.15,7.511815
583.3,4.947135
750.77,3.843606
869.5,3.318762
907.88,3.178464
913.45,3.159082
854.17,3.378325
736.38,3.918716
573.25,5.033866
375,7.695104
169.6,17.01453
18.38,157.0002
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19.9,145.0082
181.48,15.90073
391.52,7.370412
591.4,4.879377
756.9,3.812477
878.25,3.285698
936.92,3.079947
935.95,3.083139
875.73,3.295152
757.15,3.811218
590.98,4.882845
391.77,7.365709
182.9,15.77728
19.55,147.6043
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
19,151.877
178.85,16.13455
388.62,7.425413
590.25,4.888884
759.2,3.800927
880.33,3.277934
923.08,3.126125
925.27,3.118726
862.55,3.345503
740.92,3.894704
571.67,5.047779
371,7.77807
165.17,17.47087
16.23,177.7981
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13.65,211.4039
138.73,20.80058
342,8.437614
552.4,5.223866
729.48,3.955782
856.88,3.367641
921.12,3.132777
922.3,3.128769
858.8,3.360112
735.2,3.925005
563.62,5.119875
364.05,7.926559
158.33,18.22563
15.45,186.7744
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
15.38,187.6244
156.4,18.45054
361.12,7.990872
562.42,5.130799
731.27,3.946099
854.38,3.377495
915.15,3.153214
912.45,3.162545
845.88,3.411434
720.4,4.005641
545.75,5.28752
340.7,8.469809
138.77,20.79458
12.8,225.4425
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13.88,207.9009
144.58,19.95894
346.48,8.328515
549.73,5.249238
722.67,3.993059
846.52,3.408855
908.55,3.17612
906.3,3.184005
837.1,3.447215
710.08,4.063857
536.38,5.379887
333.6,8.650071
135.08,21.36263
12.2,236.5298
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13.15,219.4421
140.42,20.55023
343.62,8.397834
551.17,5.235524
729.05,3.958115
850,3.394899
893.3,3.230341
900.12,3.205866
840.67,3.432576
721.7,3.998426
554.17,5.207182
355,8.128631
152.48,18.92487
13.08,220.6165
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12.38,233.0908
128.2,22.50908
316.33,9.122321
513.42,5.620474
678.48,4.25313
807.08,3.575437
914.15,3.156663
912.4,3.162718
847.92,3.403227
715.17,4.034934
535.7,5.386716
329.92,8.746556
127.67,22.60252
10.4,277.4677
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12.48,231.2231
132.02,21.85778
325.27,8.871595
526.98,5.475851
701,4.116496
828.85,3.481527
895.92,3.220895
898.3,3.212361
838.4,3.44187
715.15,4.035047
548.73,5.258805
348.38,8.283093
144.23,20.00738
11.38,253.5733
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13.5,213.7529
156.65,18.42109
364.45,7.917859
570.12,5.061503
740.4,3.897439
858.88,3.359799
903.58,3.19359
904.12,3.191682
840.62,3.43278
717.58,4.021383
546.67,5.278621
344.48,8.376869
141.52,20.3905
10.5,274.8251
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12.48,231.2231
148.85,19.38639
350.02,8.244283
560.5,5.148374
733.83,3.932333
858.45,3.361482
928.02,3.109485
927.05,3.112738
859.9,3.355813
732.08,3.941733
554.73,5.201925
346.15,8.336455
140.52,20.53561
10.2,282.9082
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11.83,243.9276
142.3,20.27873
351.38,8.212374
556,5.190043
728.35,3.961919
852.9,3.383355
929.05,3.106037
926.38,3.114989
858.5,3.361286
732.15,3.941356
557,5.180725
349.75,8.250647
141.58,20.38186
9.77,295.3597
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
12.08,238.8795
148.35,19.45173
355.7,8.112634
560.95,5.144244
733.95,3.93169
857.02,3.36709
911.35,3.166362
910.15,3.170537
844.55,3.416806
719.55,4.010373
547.6,5.269656
344.55,8.375167
138.23,20.87581
8.85,326.0637
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10.48,275.3496
131.85,21.88596
335.3,8.606215
539.58,5.347981
709.98,4.06443
834.25,3.458992
873.77,3.302544
872.02,3.309172
804.58,3.586547
674.77,4.276515
495.58,5.822801
294.42,9.801181
102.73,28.08979
6.77,426.2428
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10.2,282.9082
132.38,21.79834
333.85,8.643594
536.92,5.374476
709.27,4.068498
832.58,3.46593
896.6,3.218452
894.73,3.225178
826.67,3.490708
698.8,4.129456
522.67,5.521005
319.5,9.031812
121,23.84846
7.15,403.5893
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9.27,311.2906
118.98,24.25335
312.95,9.220846
512.85,5.626721
682.4,4.228698
802.85,3.594275
861.27,3.350475
857.42,3.36552
785.12,3.675443
642.7,4.489908
454.7,6.346303
258.9,11.14586
94.15,30.64964
5.85,493.2759
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9.88,292.0712
134.67,21.42767
340,8.487247
545.75,5.28752
720.55,4.004807
845.62,3.412483
910.1,3.170711
908.62,3.175875
840.02,3.435232
709.65,4.06632
527.8,5.467343
308.67,9.348702
109.35,26.38924
5.7,506.2568
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9.25,311.9637
125.75,22.94762
322.85,8.938095
537.65,5.367179
716.42,4.027894
843.85,3.419641
930.38,3.101597
929.35,3.105035
860.85,3.35211
731.2,3.946477
549.27,5.253635
342.4,8.427757
124.5,23.17802
5.95,484.9855
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
10.65,270.9544
155.65,18.53944
369.4,7.811759
581.02,4.966548
754.6,3.824097
876.62,3.291807
932.33,3.09511
929.67,3.103966
861.75,3.348609
734.08,3.930994
557.52,5.175893
348.3,8.284995
132.65,21.75397
5.85,493.2759
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9.6,300.59
145.73,19.80144
356.25,8.100109
561.85,5.136004
733.23,3.935551
853.98,3.379077
910.08,3.17078
907.8,3.178744
836.6,3.449275
705.9,4.087922
527.8,5.467343
320.52,9.003069
115.83,24.91292
4.8,601.18
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
9.08,317.8044
142.73,20.21764
354.62,8.137341
559,5.162189
728.45,3.961375
848.45,3.401101
901.65,3.200426
896.67,3.2182
827.83,3.485817
698.23,4.132827
520.92,5.539553
311.85,9.253371
110.23,26.17857
4.2,687.0628
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7.67,376.2274
128.8,22.40422
337.08,8.560768
544.8,5.29674
718.73,4.014948
842.25,3.426137
905.8,3.185763
900.15,3.205759
828.88,3.481401
697.8,4.135374
519.73,5.552236
312.33,9.23915
110.25,26.17382
3.8,759.3852
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8.38,344.3513
139.9,20.62662
352.7,8.181638
558.23,5.16931
735.02,3.925966
851.05,3.39071
871.6,3.310766
871.4,3.311526
804.7,3.586012
677.77,4.257586
503.38,5.732575
300.45,9.604473
103.48,27.8862
3.23,893.3944
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8.15,354.0692
141.55,20.38618
351.77,8.203269
555.1,5.198458
724.17,3.984788
841.6,3.428783
899.08,3.209574
891.85,3.235593
816.75,3.533105
689.1,4.187584
512.55,5.630014
306.08,9.427809
112.58,25.63212
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7.7,374.7615
138.35,20.85771
348.2,8.287375
553.6,5.212543
724.77,3.981489
845.83,3.411636
913.45,3.159082
906.35,3.183829
833.58,3.461772
701.3,4.114735
520.88,5.539978
310.27,9.300493
110.5,26.1146
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7.05,409.314
130.1,22.18035
339.38,8.502752
545.58,5.289167
715.3,4.034201
837.7,3.444746
899.55,3.207897
894.08,3.227523
823.98,3.502104
692.75,4.16552
513.2,5.622884
303.08,9.521129
104.8,27.53496
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7.17,402.4636
136.73,21.10483
344.35,8.380031
547.98,5.266002
717.83,4.019982
837.75,3.444541
907.98,3.178114
903.33,3.194474
833.48,3.462187
701.52,4.113445
522.35,5.524388
312.17,9.243886
108.6,26.57149
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.83,422.4984
135.4,21.31214
348.25,8.286185
554.5,5.204083
726.27,3.973266
847.05,3.406722
911.45,3.166014
903.33,3.194474
830.2,3.475866
698.4,4.131821
518.17,5.568952
306.4,9.417963
100.02,28.85087
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
6.52,442.5865
133.62,21.59605
345.15,8.360608
550,5.246662
720.85,4.003141
840.15,3.434701
904.17,3.191506
895.73,3.221578
821.42,3.513019
687,4.200384
502.77,5.739531
291.08,9.913645
90.88,31.75246
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.95,484.9855
125.1,23.06686
334.98,8.614436
539.83,5.345505
711.38,4.056431
829.83,3.477416
910.83,3.16817
894.95,3.224386
813.98,3.545129
672.3,4.292226
485.8,5.940024
268.77,10.73655
79.05,36.50429
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
5.67,508.9354
120.1,24.02718
334.08,8.637643
540.95,5.334437
713.9,4.042112
835.05,3.455678
891.33,3.237481
883.65,3.265619
809.27,3.565762
673.77,4.282862
489.55,5.894523
277.55,10.39692
79.75,36.18387
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4.98,579.4506
115.4,25.00575
323.48,8.920687
532.1,5.423161
707.42,4.079138
830.73,3.473648
900,3.206293
889.67,3.243522
814.45,3.543083
676.35,4.266524
489.77,5.891875
273.9,10.53546
74.8,38.57839
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4.98,579.4506
118.73,24.30442
330.6,8.728566
538.4,5.359703
711.3,4.056887
831.55,3.470223
861.05,3.351331
847.12,3.40644
766.2,3.766202
624.95,4.617432
433.55,6.655896
226.65,12.73181
58.08,49.68429
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4.77,604.961
117.08,24.64694
324.27,8.898954
534.45,5.399315
710.4,4.062027
832.85,3.464806
900.58,3.204228
892.45,3.233418
815.02,3.540605
677.4,4.259911
491.62,5.869704
277.8,10.38756
74.62,38.67145
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
4.98,579.4506
130.48,22.11576
348.73,8.274779
